"el_idx"	"x"	"y"
2956	1892.7	636.799
2957	1908.9	627.005
2958	175.5	636.799
2959	191.7	646.593
2960	207.9	636.799
2961	224.1	646.593
2962	240.3	636.799
2963	256.5	646.593
2964	272.7	636.799
2965	288.9	646.593
2966	305.1	636.799
2967	321.3	627.005
2968	337.5	636.799
2969	369.9	656.387
2970	386.1	646.593
2971	402.3	656.387
2972	418.5	646.593
2973	434.7	656.387
2974	450.9	646.593
2975	467.1	636.799
2976	483.3	646.593
2977	499.5	636.799
2978	515.7	646.593
2979	531.9	636.799
2980	548.1	646.593
2981	564.3	636.799
2982	580.5	646.593
2983	596.7	636.799
2984	612.9	627.005
2985	629.1	636.799
2986	661.5	656.387
2987	677.7	646.593
2988	693.9	656.387
2989	710.1	646.593
2990	726.3	656.387
2991	742.5	646.593
2992	758.7	636.799
2993	774.9	646.593
2994	791.1	636.799
2995	807.3	646.593
2996	823.5	636.799
2997	839.7	646.593
2998	855.9	636.799
2999	872.1	646.593
3000	888.3	636.799
3001	904.5	627.005
3002	920.7	636.799
3003	953.1	656.387
3004	969.3	646.593
3005	985.5	656.387
3006	1001.7	646.593
3007	1017.9	656.387
3008	1034.1	646.593
3009	1050.3	636.799
3010	1066.5	646.593
3011	1082.7	636.799
3012	1098.9	646.593
3013	1115.1	636.799
3014	1131.3	646.593
3015	1147.5	636.799
3016	1163.7	646.593
3017	1179.9	636.799
3018	1196.1	627.005
3019	1212.3	636.799
3020	1244.7	656.387
3021	1260.9	646.593
3022	1277.1	656.387
3023	1293.3	646.593
3024	1309.5	656.387
3025	1325.7	646.593
3026	1341.9	636.799
3027	1358.1	646.593
3028	1374.3	636.799
3029	1390.5	646.593
3030	1406.7	636.799
3031	1422.9	646.593
3032	1439.1	636.799
3033	1455.3	646.593
3034	1471.5	636.799
3035	1487.7	627.005
3036	1503.9	636.799
3037	1536.3	656.387
3038	1552.5	646.593
3039	1568.7	656.387
3040	1584.9	646.593
3041	1601.1	656.387
3042	1617.3	646.593
3043	1633.5	636.799
3044	1649.7	646.593
3045	1665.9	636.799
3046	1682.1	646.593
3047	1698.3	636.799
3048	1714.5	646.593
3049	1730.7	636.799
3050	1746.9	646.593
3051	1763.1	636.799
3052	1779.3	627.005
3053	1795.5	636.799
3054	1827.9	656.387
3055	1844.1	646.593
3056	1860.3	656.387
3057	1876.5	646.593
3058	1892.7	656.387
3059	1908.9	646.593
3060	175.5	656.387
3061	191.7	666.181
3062	207.9	656.387
3063	224.1	666.181
3064	240.3	656.387
3065	256.5	666.181
3066	272.7	656.387
3067	288.9	666.181
3068	305.1	656.387
3069	321.3	646.593
3070	337.5	656.387
3071	353.7	646.593
3072	386.1	666.181
3073	402.3	675.976
3074	418.5	666.181
3075	434.7	675.976
3076	450.9	666.181
3077	467.1	656.387
3078	483.3	666.181
3079	499.5	656.387
3080	515.7	666.181
3081	531.9	656.387
3082	548.1	666.181
3083	564.3	656.387
3084	580.5	666.181
3085	596.7	656.387
3086	612.9	646.593
3087	629.1	656.387
3088	645.3	646.593
3089	677.7	666.181
3090	693.9	675.976
3091	710.1	666.181
3092	726.3	675.976
3093	742.5	666.181
3094	758.7	656.387
3095	774.9	666.181
3096	791.1	656.387
3097	807.3	666.181
3098	823.5	656.387
3099	839.7	666.181
3100	855.9	656.387
3101	872.1	666.181
3102	888.3	656.387
3103	904.5	646.593
3104	920.7	656.387
3105	936.9	646.593
3106	969.3	666.181
3107	985.5	675.976
3108	1001.7	666.181
3109	1017.9	675.976
3110	1034.1	666.181
3111	1050.3	656.387
3112	1066.5	666.181
3113	1082.7	656.387
3114	1098.9	666.181
3115	1115.1	656.387
3116	1131.3	666.181
3117	1147.5	656.387
3118	1163.7	666.181
3119	1179.9	656.387
3120	1196.1	646.593
3121	1212.3	656.387
3122	1228.5	646.593
3123	1260.9	666.181
3124	1277.1	675.976
3125	1293.3	666.181
3126	1309.5	675.976
3127	1325.7	666.181
3128	1341.9	656.387
3129	1358.1	666.181
3130	1374.3	656.387
3131	1390.5	666.181
3132	1406.7	656.387
3133	1422.9	666.181
3134	1439.1	656.387
3135	1455.3	666.181
3136	1471.5	656.387
3137	1487.7	646.593
3138	1503.9	656.387
3139	1520.1	646.593
3140	1552.5	666.181
3141	1568.7	675.976
3142	1584.9	666.181
3143	1601.1	675.976
3144	1617.3	666.181
3145	1633.5	656.387
3146	1649.7	666.181
3147	1665.9	656.387
3148	1682.1	666.181
3149	1698.3	656.387
3150	1714.5	666.181
3151	1730.7	656.387
3152	1746.9	666.181
3153	1763.1	656.387
3154	1779.3	646.593
3155	1795.5	656.387
3156	1811.7	646.593
3157	1844.1	666.181
3158	1860.3	675.976
3159	1876.5	666.181
3160	1892.7	675.976
3161	1908.9	666.181
3162	175.5	675.976
3163	191.7	685.77
3164	207.9	675.976
3165	224.1	685.77
3166	240.3	675.976
3167	256.5	685.77
3168	272.7	675.976
3169	288.9	685.77
3170	305.1	675.976
3171	321.3	666.181
3172	337.5	675.976
3173	353.7	666.181
3174	369.9	675.976
3175	402.3	695.564
3176	418.5	685.77
3177	434.7	695.564
3178	450.9	685.77
3179	467.1	675.976
3180	483.3	685.77
3181	499.5	675.976
3182	515.7	685.77
3183	531.9	675.976
3184	548.1	685.77
3185	564.3	675.976
3186	580.5	685.77
3187	596.7	675.976
3188	612.9	666.181
3189	629.1	675.976
3190	645.3	666.181
3191	661.5	675.976
3192	693.9	695.564
3193	710.1	685.77
3194	726.3	695.564
3195	742.5	685.77
3196	758.7	675.976
3197	774.9	685.77
3198	791.1	675.976
3199	807.3	685.77
3200	823.5	675.976
3201	839.7	685.77
3202	855.9	675.976
3203	872.1	685.77
3204	888.3	675.976
3205	904.5	666.181
3206	920.7	675.976
3207	936.9	666.181
3208	953.1	675.976
3209	985.5	695.564
3210	1001.7	685.77
3211	1017.9	695.564
3212	1034.1	685.77
3213	1050.3	675.976
3214	1066.5	685.77
3215	1082.7	675.976
3216	1098.9	685.77
3217	1115.1	675.976
3218	1131.3	685.77
3219	1147.5	675.976
3220	1163.7	685.77
3221	1179.9	675.976
3222	1196.1	666.181
3223	1212.3	675.976
3224	1228.5	666.181
3225	1244.7	675.976
3226	1277.1	695.564
3227	1293.3	685.77
3228	1309.5	695.564
3229	1325.7	685.77
3230	1341.9	675.976
3231	1358.1	685.77
3232	1374.3	675.976
3233	1390.5	685.77
3234	1406.7	675.976
3235	1422.9	685.77
3236	1439.1	675.976
3237	1455.3	685.77
3238	1471.5	675.976
3239	1487.7	666.181
3240	1503.9	675.976
3241	1520.1	666.181
3242	1536.3	675.976
3243	1568.7	695.564
3244	1584.9	685.77
3245	1601.1	695.564
3246	1617.3	685.77
3247	1633.5	675.976
3248	1649.7	685.77
3249	1665.9	675.976
3250	1682.1	685.77
3251	1698.3	675.976
3252	1714.5	685.77
3253	1730.7	675.976
3254	1746.9	685.77
3255	1763.1	675.976
3256	1779.3	666.181
3257	1795.5	675.976
3258	1811.7	666.181
3259	1827.9	675.976
3260	1860.3	695.564
3261	1876.5	685.77
3262	1892.7	695.564
3263	1908.9	685.77
3264	175.5	695.564
3265	191.7	705.358
3266	207.9	695.564
3267	224.1	705.358
3268	240.3	695.564
3269	256.5	705.358
3270	272.7	695.564
3271	288.9	705.358
3272	305.1	695.564
3273	321.3	685.77
3274	337.5	695.564
3275	353.7	685.77
3276	369.9	695.564
3277	386.1	685.77
3278	418.5	705.358
3279	434.7	715.152
3280	450.9	705.358
3281	467.1	695.564
3282	483.3	705.358
3283	499.5	695.564
3284	515.7	705.358
3285	531.9	695.564
3286	548.1	705.358
3287	564.3	695.564
3288	580.5	705.358
3289	596.7	695.564
3290	612.9	685.77
3291	629.1	695.564
3292	645.3	685.77
3293	661.5	695.564
3294	677.7	685.77
3295	710.1	705.358
3296	726.3	715.152
3297	742.5	705.358
3298	758.7	695.564
3299	774.9	705.358
3300	791.1	695.564
3301	807.3	705.358
3302	823.5	695.564
3303	839.7	705.358
3304	855.9	695.564
3305	872.1	705.358
3306	888.3	695.564
3307	904.5	685.77
3308	920.7	695.564
3309	936.9	685.77
3310	953.1	695.564
3311	969.3	685.77
3312	1001.7	705.358
3313	1017.9	715.152
3314	1034.1	705.358
3315	1050.3	695.564
3316	1066.5	705.358
3317	1082.7	695.564
3318	1098.9	705.358
3319	1115.1	695.564
3320	1131.3	705.358
3321	1147.5	695.564
3322	1163.7	705.358
3323	1179.9	695.564
3324	1196.1	685.77
3325	1212.3	695.564
3326	1228.5	685.77
3327	1244.7	695.564
3328	1260.9	685.77
3329	1293.3	705.358
3330	1309.5	715.152
3331	1325.7	705.358
3332	1341.9	695.564
3333	1358.1	705.358
3334	1374.3	695.564
3335	1390.5	705.358
3336	1406.7	695.564
3337	1422.9	705.358
3338	1439.1	695.564
3339	1455.3	705.358
3340	1471.5	695.564
3341	1487.7	685.77
3342	1503.9	695.564
3343	1520.1	685.77
3344	1536.3	695.564
3345	1552.5	685.77
3346	1584.9	705.358
3347	1601.1	715.152
3348	1617.3	705.358
3349	1633.5	695.564
3350	1649.7	705.358
3351	1665.9	695.564
3352	1682.1	705.358
3353	1698.3	695.564
3354	1714.5	705.358
3355	1730.7	695.564
3356	1746.9	705.358
3357	1763.1	695.564
3358	1779.3	685.77
3359	1795.5	695.564
3360	1811.7	685.77
3361	1827.9	695.564
3362	1844.1	685.77
3363	1876.5	705.358
3364	1892.7	715.152
3365	1908.9	705.358
3366	175.5	715.152
3367	191.7	724.946
3368	207.9	715.152
3369	224.1	724.946
3370	240.3	715.152
3371	256.5	724.946
3372	272.7	715.152
3373	288.9	724.946
3374	305.1	715.152
3375	321.3	705.358
3376	337.5	715.152
3377	353.7	705.358
3378	369.9	715.152
3379	386.1	705.358
3380	402.3	715.152
3381	434.7	734.74
3382	450.9	724.946
3383	467.1	715.152
3384	483.3	724.946
3385	499.5	715.152
3386	515.7	724.946
3387	531.9	715.152
3388	548.1	724.946
3389	564.3	715.152
3390	580.5	724.946
3391	596.7	715.152
3392	612.9	705.358
3393	629.1	715.152
3394	645.3	705.358
3395	661.5	715.152
3396	677.7	705.358
3397	693.9	715.152
3398	726.3	734.74
3399	742.5	724.946
3400	758.7	715.152
3401	774.9	724.946
3402	791.1	715.152
3403	807.3	724.946
3404	823.5	715.152
3405	839.7	724.946
3406	855.9	715.152
3407	872.1	724.946
3408	888.3	715.152
3409	904.5	705.358
3410	920.7	715.152
3411	936.9	705.358
3412	953.1	715.152
3413	969.3	705.358
3414	985.5	715.152
3415	1017.9	734.74
3416	1034.1	724.946
3417	1050.3	715.152
3418	1066.5	724.946
3419	1082.7	715.152
3420	1098.9	724.946
3421	1115.1	715.152
3422	1131.3	724.946
3423	1147.5	715.152
3424	1163.7	724.946
3425	1179.9	715.152
3426	1196.1	705.358
3427	1212.3	715.152
3428	1228.5	705.358
3429	1244.7	715.152
3430	1260.9	705.358
3431	1277.1	715.152
3432	1309.5	734.74
3433	1325.7	724.946
3434	1341.9	715.152
3435	1358.1	724.946
3436	1374.3	715.152
3437	1390.5	724.946
3438	1406.7	715.152
3439	1422.9	724.946
3440	1439.1	715.152
3441	1455.3	724.946
3442	1471.5	715.152
3443	1487.7	705.358
3444	1503.9	715.152
3445	1520.1	705.358
3446	1536.3	715.152
3447	1552.5	705.358
3448	1568.7	715.152
3449	1601.1	734.74
3450	1617.3	724.946
3451	1633.5	715.152
3452	1649.7	724.946
3453	1665.9	715.152
3454	1682.1	724.946
3455	1698.3	715.152
3456	1714.5	724.946
3457	1730.7	715.152
3458	1746.9	724.946
3459	1763.1	715.152
3460	1779.3	705.358
3461	1795.5	715.152
3462	1811.7	705.358
3463	1827.9	715.152
3464	1844.1	705.358
3465	1860.3	715.152
3466	1892.7	734.74
3467	1908.9	724.946
3468	175.5	734.74
3469	191.7	744.534
3470	207.9	734.74
3471	224.1	744.534
3472	240.3	734.74
3473	256.5	744.534
3474	272.7	734.74
3475	288.9	744.534
3476	305.1	734.74
3477	321.3	724.946
3478	337.5	734.74
3479	353.7	724.946
3480	369.9	734.74
3481	386.1	724.946
3482	402.3	734.74
3483	418.5	724.946
3484	450.9	744.534
3485	467.1	734.74
3486	483.3	744.534
3487	499.5	734.74
3488	515.7	744.534
3489	531.9	734.74
3490	548.1	744.534
3491	564.3	734.74
3492	580.5	744.534
3493	596.7	734.74
3494	612.9	724.946
3495	629.1	734.74
3496	645.3	724.946
3497	661.5	734.74
3498	677.7	724.946
3499	693.9	734.74
3500	710.1	724.946
3501	742.5	744.534
3502	758.7	734.74
3503	774.9	744.534
3504	791.1	734.74
3505	807.3	744.534
3506	823.5	734.74
3507	839.7	744.534
3508	855.9	734.74
3509	872.1	744.534
3510	888.3	734.74
3511	904.5	724.946
3512	920.7	734.74
3513	936.9	724.946
3514	953.1	734.74
3515	969.3	724.946
3516	985.5	734.74
3517	1001.7	724.946
3518	1034.1	744.534
3519	1050.3	734.74
3520	1066.5	744.534
3521	1082.7	734.74
3522	1098.9	744.534
3523	1115.1	734.74
3524	1131.3	744.534
3525	1147.5	734.74
3526	1163.7	744.534
3527	1179.9	734.74
3528	1196.1	724.946
3529	1212.3	734.74
3530	1228.5	724.946
3531	1244.7	734.74
3532	1260.9	724.946
3533	1277.1	734.74
3534	1293.3	724.946
3535	1325.7	744.534
3536	1341.9	734.74
3537	1358.1	744.534
3538	1374.3	734.74
3539	1390.5	744.534
3540	1406.7	734.74
3541	1422.9	744.534
3542	1439.1	734.74
3543	1455.3	744.534
3544	1471.5	734.74
3545	1487.7	724.946
3546	1503.9	734.74
3547	1520.1	724.946
3548	1536.3	734.74
3549	1552.5	724.946
3550	1568.7	734.74
3551	1584.9	724.946
3552	1617.3	744.534
3553	1633.5	734.74
3554	1649.7	744.534
3555	1665.9	734.74
3556	1682.1	744.534
3557	1698.3	734.74
3558	1714.5	744.534
3559	1730.7	734.74
3560	1746.9	744.534
3561	1763.1	734.74
3562	1779.3	724.946
3563	1795.5	734.74
3564	1811.7	724.946
3565	1827.9	734.74
3566	1844.1	724.946
3567	1860.3	734.74
3568	1876.5	724.946
3569	1908.9	744.534
3570	175.5	754.328
3571	191.7	764.123
3572	207.9	754.328
3573	224.1	764.123
3574	240.3	754.328
3575	256.5	764.123
3576	272.7	754.328
3577	288.9	764.123
3578	305.1	754.328
3579	321.3	744.534
3580	337.5	754.328
3581	353.7	744.534
3582	369.9	754.328
3583	386.1	744.534
3584	402.3	754.328
3585	418.5	744.534
3586	434.7	754.328
3587	467.1	754.328
3588	483.3	764.123
3589	499.5	754.328
3590	515.7	764.123
3591	531.9	754.328
3592	548.1	764.123
3593	564.3	754.328
3594	580.5	764.123
3595	596.7	754.328
3596	612.9	744.534
3597	629.1	754.328
3598	645.3	744.534
3599	661.5	754.328
3600	677.7	744.534
3601	693.9	754.328
3602	710.1	744.534
3603	726.3	754.328
3604	758.7	754.328
3605	774.9	764.123
3606	791.1	754.328
3607	807.3	764.123
3608	823.5	754.328
3609	839.7	764.123
3610	855.9	754.328
3611	872.1	764.123
3612	888.3	754.328
3613	904.5	744.534
3614	920.7	754.328
3615	936.9	744.534
3616	953.1	754.328
3617	969.3	744.534
3618	985.5	754.328
3619	1001.7	744.534
3620	1017.9	754.328
3621	1050.3	754.328
3622	1066.5	764.123
3623	1082.7	754.328
3624	1098.9	764.123
3625	1115.1	754.328
3626	1131.3	764.123
3627	1147.5	754.328
3628	1163.7	764.123
3629	1179.9	754.328
3630	1196.1	744.534
3631	1212.3	754.328
3632	1228.5	744.534
3633	1244.7	754.328
3634	1260.9	744.534
3635	1277.1	754.328
3636	1293.3	744.534
3637	1309.5	754.328
3638	1341.9	754.328
3639	1358.1	764.123
3640	1374.3	754.328
3641	1390.5	764.123
3642	1406.7	754.328
3643	1422.9	764.123
3644	1439.1	754.328
3645	1455.3	764.123
3646	1471.5	754.328
3647	1487.7	744.534
3648	1503.9	754.328
3649	1520.1	744.534
3650	1536.3	754.328
3651	1552.5	744.534
3652	1568.7	754.328
3653	1584.9	744.534
3654	1601.1	754.328
3655	1633.5	754.328
3656	1649.7	764.123
3657	1665.9	754.328
3658	1682.1	764.123
3659	1698.3	754.328
3660	1714.5	764.123
3661	1730.7	754.328
3662	1746.9	764.123
3663	1763.1	754.328
3664	1779.3	744.534
3665	1795.5	754.328
3666	1811.7	744.534
3667	1827.9	754.328
3668	1844.1	744.534
3669	1860.3	754.328
3670	1876.5	744.534
3671	1892.7	754.328
3672	191.7	783.711
3673	207.9	773.917
3674	224.1	783.711
3675	240.3	773.917
3676	256.5	783.711
3677	272.7	773.917
3678	288.9	783.711
3679	305.1	773.917
3680	321.3	764.123
3681	337.5	773.917
3682	353.7	764.123
3683	369.9	773.917
3684	386.1	764.123
3685	402.3	773.917
3686	418.5	764.123
3687	434.7	773.917
3688	450.9	764.123
3689	483.3	783.711
3690	499.5	773.917
3691	515.7	783.711
3692	531.9	773.917
3693	548.1	783.711
3694	564.3	773.917
3695	580.5	783.711
3696	596.7	773.917
3697	612.9	764.123
3698	629.1	773.917
3699	645.3	764.123
3700	661.5	773.917
3701	677.7	764.123
3702	693.9	773.917
3703	710.1	764.123
3704	726.3	773.917
3705	742.5	764.123
3706	774.9	783.711
3707	791.1	773.917
3708	807.3	783.711
3709	823.5	773.917
3710	839.7	783.711
3711	855.9	773.917
3712	872.1	783.711
3713	888.3	773.917
3714	904.5	764.123
3715	920.7	773.917
3716	936.9	764.123
3717	953.1	773.917
3718	969.3	764.123
3719	985.5	773.917
3720	1001.7	764.123
3721	1017.9	773.917
3722	1034.1	764.123
3723	1066.5	783.711
3724	1082.7	773.917
3725	1098.9	783.711
3726	1115.1	773.917
3727	1131.3	783.711
3728	1147.5	773.917
3729	1163.7	783.711
3730	1179.9	773.917
3731	1196.1	764.123
3732	1212.3	773.917
3733	1228.5	764.123
3734	1244.7	773.917
3735	1260.9	764.123
3736	1277.1	773.917
3737	1293.3	764.123
3738	1309.5	773.917
3739	1325.7	764.123
3740	1358.1	783.711
3741	1374.3	773.917
3742	1390.5	783.711
3743	1406.7	773.917
3744	1422.9	783.711
3745	1439.1	773.917
3746	1455.3	783.711
3747	1471.5	773.917
3748	1487.7	764.123
3749	1503.9	773.917
3750	1520.1	764.123
3751	1536.3	773.917
3752	1552.5	764.123
3753	1568.7	773.917
3754	1584.9	764.123
3755	1601.1	773.917
3756	1617.3	764.123
3757	1649.7	783.711
3758	1665.9	773.917
3759	1682.1	783.711
3760	1698.3	773.917
3761	1714.5	783.711
3762	1730.7	773.917
3763	1746.9	783.711
3764	1763.1	773.917
3765	1779.3	764.123
3766	1795.5	773.917
3767	1811.7	764.123
3768	1827.9	773.917
3769	1844.1	764.123
3770	1860.3	773.917
3771	1876.5	764.123
3772	1892.7	773.917
3773	1908.9	764.123
3774	175.5	773.917
3775	207.9	793.505
3776	224.1	803.299
3777	240.3	793.505
3778	256.5	803.299
3779	272.7	793.505
3780	288.9	803.299
3781	305.1	793.505
3782	321.3	783.711
3783	337.5	793.505
3784	353.7	783.711
3785	369.9	793.505
3786	386.1	783.711
3787	402.3	793.505
3788	418.5	783.711
3789	434.7	793.505
3790	450.9	783.711
3791	467.1	773.917
3792	499.5	793.505
3793	515.7	803.299
3794	531.9	793.505
3795	548.1	803.299
3796	564.3	793.505
3797	580.5	803.299
3798	596.7	793.505
3799	612.9	783.711
3800	629.1	793.505
3801	645.3	783.711
3802	661.5	793.505
3803	677.7	783.711
3804	693.9	793.505
3805	710.1	783.711
3806	726.3	793.505
3807	742.5	783.711
3808	758.7	773.917
3809	791.1	793.505
3810	807.3	803.299
3811	823.5	793.505
3812	839.7	803.299
3813	855.9	793.505
3814	872.1	803.299
3815	888.3	793.505
3816	904.5	783.711
3817	920.7	793.505
3818	936.9	783.711
3819	953.1	793.505
3820	969.3	783.711
3821	985.5	793.505
3822	1001.7	783.711
3823	1017.9	793.505
3824	1034.1	783.711
3825	1050.3	773.917
3826	1082.7	793.505
3827	1098.9	803.299
3828	1115.1	793.505
3829	1131.3	803.299
3830	1147.5	793.505
3831	1163.7	803.299
3832	1179.9	793.505
3833	1196.1	783.711
3834	1212.3	793.505
3835	1228.5	783.711
3836	1244.7	793.505
3837	1260.9	783.711
3838	1277.1	793.505
3839	1293.3	783.711
3840	1309.5	793.505
3841	1325.7	783.711
3842	1341.9	773.917
3843	1374.3	793.505
3844	1390.5	803.299
3845	1406.7	793.505
3846	1422.9	803.299
3847	1439.1	793.505
3848	1455.3	803.299
3849	1471.5	793.505
3850	1487.7	783.711
3851	1503.9	793.505
3852	1520.1	783.711
3853	1536.3	793.505
3854	1552.5	783.711
3855	1568.7	793.505
3856	1584.9	783.711
3857	1601.1	793.505
3858	1617.3	783.711
3859	1633.5	773.917
3860	1665.9	793.505
3861	1682.1	803.299
3862	1698.3	793.505
3863	1714.5	803.299
3864	1730.7	793.505
3865	1746.9	803.299
3866	1763.1	793.505
3867	1779.3	783.711
3868	1795.5	793.505
3869	1811.7	783.711
3870	1827.9	793.505
3871	1844.1	783.711
3872	1860.3	793.505
3873	1876.5	783.711
3874	1892.7	793.505
3875	1908.9	783.711
3876	175.5	793.505
3877	191.7	803.299
3878	224.1	822.887
3879	240.3	813.093
3880	256.5	822.887
3881	272.7	813.093
3882	288.9	822.887
3883	305.1	813.093
3884	321.3	803.299
3885	337.5	813.093
3886	353.7	803.299
3887	369.9	813.093
3888	386.1	803.299
3889	402.3	813.093
3890	418.5	803.299
3891	434.7	813.093
3892	450.9	803.299
3893	467.1	793.505
3894	483.3	803.299
3895	515.7	822.887
3896	531.9	813.093
3897	548.1	822.887
3898	564.3	813.093
3899	580.5	822.887
3900	596.7	813.093
3901	612.9	803.299
3902	629.1	813.093
3903	645.3	803.299
3904	661.5	813.093
3905	677.7	803.299
3906	693.9	813.093
3907	710.1	803.299
3908	726.3	813.093
3909	742.5	803.299
3910	758.7	793.505
3911	774.9	803.299
3912	807.3	822.887
3913	823.5	813.093
3914	839.7	822.887
3915	855.9	813.093
3916	872.1	822.887
3917	888.3	813.093
3918	904.5	803.299
3919	920.7	813.093
3920	936.9	803.299
3921	953.1	813.093
3922	969.3	803.299
3923	985.5	813.093
3924	1001.7	803.299
3925	1017.9	813.093
3926	1034.1	803.299
3927	1050.3	793.505
3928	1066.5	803.299
3929	1098.9	822.887
3930	1115.1	813.093
3931	1131.3	822.887
3932	1147.5	813.093
3933	1163.7	822.887
3934	1179.9	813.093
3935	1196.1	803.299
3936	1212.3	813.093
3937	1228.5	803.299
3938	1244.7	813.093
3939	1260.9	803.299
3940	1277.1	813.093
3941	1293.3	803.299
3942	1309.5	813.093
3943	1325.7	803.299
3944	1341.9	793.505
3945	1358.1	803.299
3946	1390.5	822.887
3947	1406.7	813.093
3948	1422.9	822.887
3949	1439.1	813.093
3950	1455.3	822.887
3951	1471.5	813.093
3952	1487.7	803.299
3953	1503.9	813.093
3954	1520.1	803.299
3955	1536.3	813.093
3956	1552.5	803.299
3957	1568.7	813.093
3958	1584.9	803.299
3959	1601.1	813.093
3960	1617.3	803.299
3961	1633.5	793.505
3962	1649.7	803.299
3963	1682.1	822.887
3964	1698.3	813.093
3965	1714.5	822.887
3966	1730.7	813.093
3967	1746.9	822.887
3968	1763.1	813.093
3969	1779.3	803.299
3970	1795.5	813.093
3971	1811.7	803.299
3972	1827.9	813.093
3973	1844.1	803.299
3974	1860.3	813.093
3975	1876.5	803.299
3976	1892.7	813.093
3977	1908.9	803.299
3978	175.5	813.093
3979	191.7	822.887
3980	207.9	813.093
3981	240.3	832.681
3982	256.5	842.476
3983	272.7	832.681
3984	288.9	842.476
3985	305.1	832.681
3986	321.3	822.887
3987	337.5	832.681
3988	353.7	822.887
3989	369.9	832.681
3990	386.1	822.887
3991	402.3	832.681
3992	418.5	822.887
3993	434.7	832.681
3994	450.9	822.887
3995	467.1	813.093
3996	483.3	822.887
3997	499.5	813.093
3998	531.9	832.681
3999	548.1	842.476
4000	564.3	832.681
4001	580.5	842.476
4002	596.7	832.681
4003	612.9	822.887
4004	629.1	832.681
4005	645.3	822.887
4006	661.5	832.681
4007	677.7	822.887
4008	693.9	832.681
4009	710.1	822.887
4010	726.3	832.681
4011	742.5	822.887
4012	758.7	813.093
4013	774.9	822.887
4014	791.1	813.093
4015	823.5	832.681
4016	839.7	842.476
4017	855.9	832.681
4018	872.1	842.476
4019	888.3	832.681
4020	904.5	822.887
4021	920.7	832.681
4022	936.9	822.887
4023	953.1	832.681
4024	969.3	822.887
4025	985.5	832.681
4026	1001.7	822.887
4027	1017.9	832.681
4028	1034.1	822.887
4029	1050.3	813.093
4030	1066.5	822.887
4031	1082.7	813.093
4032	1115.1	832.681
4033	1131.3	842.476
4034	1147.5	832.681
4035	1163.7	842.476
4036	1179.9	832.681
4037	1196.1	822.887
4038	1212.3	832.681
4039	1228.5	822.887
4040	1244.7	832.681
4041	1260.9	822.887
4042	1277.1	832.681
4043	1293.3	822.887
4044	1309.5	832.681
4045	1325.7	822.887
4046	1341.9	813.093
4047	1358.1	822.887
4048	1374.3	813.093
4049	1406.7	832.681
4050	1422.9	842.476
4051	1439.1	832.681
4052	1455.3	842.476
4053	1471.5	832.681
4054	1487.7	822.887
4055	1503.9	832.681
4056	1520.1	822.887
4057	1536.3	832.681
4058	1552.5	822.887
4059	1568.7	832.681
4060	1584.9	822.887
4061	1601.1	832.681
4062	1617.3	822.887
4063	1633.5	813.093
4064	1649.7	822.887
4065	1665.9	813.093
4066	1698.3	832.681
4067	1714.5	842.476
4068	1730.7	832.681
4069	1746.9	842.476
4070	1763.1	832.681
4071	1779.3	822.887
4072	1795.5	832.681
4073	1811.7	822.887
4074	1827.9	832.681
4075	1844.1	822.887
4076	1860.3	832.681
4077	1876.5	822.887
4078	1892.7	832.681
4079	1908.9	822.887
4080	175.5	832.681
4081	191.7	842.476
4082	207.9	832.681
4083	224.1	842.476
4084	256.5	862.064
4085	272.7	852.27
4086	288.9	862.064
4087	305.1	852.27
4088	321.3	842.476
4089	337.5	852.27
4090	353.7	842.476
4091	369.9	852.27
4092	386.1	842.476
4093	402.3	852.27
4094	418.5	842.476
4095	434.7	852.27
4096	450.9	842.476
4097	467.1	832.681
4098	483.3	842.476
4099	499.5	832.681
4100	515.7	842.476
4101	548.1	862.064
4102	564.3	852.27
4103	580.5	862.064
4104	596.7	852.27
4105	612.9	842.476
4106	629.1	852.27
4107	645.3	842.476
4108	661.5	852.27
4109	677.7	842.476
4110	693.9	852.27
4111	710.1	842.476
4112	726.3	852.27
4113	742.5	842.476
4114	758.7	832.681
4115	774.9	842.476
4116	791.1	832.681
4117	807.3	842.476
4118	839.7	862.064
4119	855.9	852.27
4120	872.1	862.064
4121	888.3	852.27
4122	904.5	842.476
4123	920.7	852.27
4124	936.9	842.476
4125	953.1	852.27
4126	969.3	842.476
4127	985.5	852.27
4128	1001.7	842.476
4129	1017.9	852.27
4130	1034.1	842.476
4131	1050.3	832.681
4132	1066.5	842.476
4133	1082.7	832.681
4134	1098.9	842.476
4135	1131.3	862.064
4136	1147.5	852.27
4137	1163.7	862.064
4138	1179.9	852.27
4139	1196.1	842.476
4140	1212.3	852.27
4141	1228.5	842.476
4142	1244.7	852.27
4143	1260.9	842.476
4144	1277.1	852.27
4145	1293.3	842.476
4146	1309.5	852.27
4147	1325.7	842.476
4148	1341.9	832.681
4149	1358.1	842.476
4150	1374.3	832.681
4151	1390.5	842.476
4152	1422.9	862.064
4153	1439.1	852.27
4154	1455.3	862.064
4155	1471.5	852.27
4156	1487.7	842.476
4157	1503.9	852.27
4158	1520.1	842.476
4159	1536.3	852.27
4160	1552.5	842.476
4161	1568.7	852.27
4162	1584.9	842.476
4163	1601.1	852.27
4164	1617.3	842.476
4165	1633.5	832.681
4166	1649.7	842.476
4167	1665.9	832.681
4168	1682.1	842.476
